主要诊断编码,主要诊断名称,其他诊断编码,其他诊断名称,并发症评级,病案数
J15.902,社区获得性肺炎，非重症,J84.109,炎症后肺纤维化,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,J84.803,肺弥漫性间质病变,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,J84.900,间质性肺病,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,J85.100,肺脓肿伴有肺炎,严重合并症/并发症,9
J15.902,社区获得性肺炎，非重症,J94.802,包裹性胸腔积液,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,J94.804,胸腔积液,合并症/并发症,207
J15.902,社区获得性肺炎，非重症,J96.000,急性呼吸衰竭,严重合并症/并发症,72
J15.902,社区获得性肺炎，非重症,J96.100,慢性呼吸衰竭,严重合并症/并发症,16
J15.902,社区获得性肺炎，非重症,J96.900x001,呼吸衰竭,严重合并症/并发症,37
J15.902,社区获得性肺炎，非重症,J96.900x002,I型呼吸衰竭,严重合并症/并发症,20
J15.902,社区获得性肺炎，非重症,J96.900x003,Ⅱ型呼吸衰竭,严重合并症/并发症,5
J15.902,社区获得性肺炎，非重症,J98.101,肺不张,合并症/并发症,28
J15.902,社区获得性肺炎，非重症,J98.410,肺空洞,合并症/并发症,8
J15.902,社区获得性肺炎，非重症,J98.412,肺损伤,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,J98.413,肺石病,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,J98.414,肺部感染,合并症/并发症,8
J15.902,社区获得性肺炎，非重症,J98.507,纵隔肿物,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,K14.003,舌溃疡,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K22.100,食管溃疡,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K25.700,慢性胃溃疡不伴有出血或穿孔,合并症/并发症,7
J15.902,社区获得性肺炎，非重症,K30.x00,功能性消化不良,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,K44.901,食管裂孔疝,合并症/并发症,6
J15.902,社区获得性肺炎，非重症,K62.811,直肠炎,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K65.806,多浆膜腔积液,严重合并症/并发症,12
J15.902,社区获得性肺炎，非重症,K71.901,药物性肝损害,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K72.900x001,肝功能衰竭,严重合并症/并发症,63
J15.902,社区获得性肺炎，非重症,K74.601,特指肝硬化,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,K74.602,乙型肝炎后肝硬化失代偿期,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K74.607,肝硬化失代偿期,合并症/并发症,12
J15.902,社区获得性肺炎，非重症,K75.400,自身免疫性肝炎,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,K76.800x006,肝功能不全,合并症/并发症,126
J15.902,社区获得性肺炎，非重症,K76.806,多发性肝囊肿,合并症/并发症,9
J15.902,社区获得性肺炎，非重症,K76.807,肝囊肿,合并症/并发症,67
J15.902,社区获得性肺炎，非重症,K76.900x002,肝损害,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K80.000x002,胆囊结石伴急性胆囊炎,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,K81.000,急性胆囊炎,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,K81.900,胆囊炎,合并症/并发症,16
J15.902,社区获得性肺炎，非重症,K82.400,胆囊胆固醇沉着症,合并症/并发症,8
J15.902,社区获得性肺炎，非重症,K83.800x012,胆汁反流,合并症/并发症,6
J15.902,社区获得性肺炎，非重症,K83.805,肝胆管扩张,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K83.817,胆总管扩张,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,K92.207,急性上消化道出血,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,K92.208,上消化道出血,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,K92.210,消化道出血,合并症/并发症,15
J15.902,社区获得性肺炎，非重症,K92.901,胃肠功能紊乱,合并症/并发症,11
J15.902,社区获得性肺炎，非重症,L27.101,固定性药疹,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,L29.900,瘙痒(症),合并症/并发症,3
J15.902,社区获得性肺炎，非重症,L40.900,银屑病,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,L89.900,受压区压疮,严重合并症/并发症,12
J15.902,社区获得性肺炎，非重症,L97.x00,下肢溃疡，不可归类在他处者,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,M10.002,痛风性关节炎,合并症/并发症,21
J15.902,社区获得性肺炎，非重症,M15.902,全身性骨关节炎,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,M17.000,原发性双侧膝关节病,合并症/并发症,16
J15.902,社区获得性肺炎，非重症,M32.900,系统性红斑狼疮,严重合并症/并发症,5
J15.902,社区获得性肺炎，非重症,M35.000,干燥综合征[舍格伦],严重合并症/并发症,4
J15.902,社区获得性肺炎，非重症,M46.802,退行性脊柱炎,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,M48.000x081,尾部狭窄,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,M48.002,颈椎椎管狭窄,合并症/并发症,11
J15.902,社区获得性肺炎，非重症,M48.005,腰椎椎管狭窄,合并症/并发症,7
J15.902,社区获得性肺炎，非重症,M48.900x002,腰椎骨质增生,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,M48.901,颈椎退行性病变,合并症/并发症,18
J15.902,社区获得性肺炎，非重症,M48.902,胸椎退行性病变,合并症/并发症,37
J15.902,社区获得性肺炎，非重症,M48.903,腰椎退行性病变,合并症/并发症,23
J15.902,社区获得性肺炎，非重症,M51.901,腰椎间盘退行性病变,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,M79.207,神经痛,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,M80.801,老年性骨质疏松伴病理性骨折,合并症/并发症,16
J15.902,社区获得性肺炎，非重症,M81.900,骨质疏松,合并症/并发症,69
J15.902,社区获得性肺炎，非重症,M84.401,自发性骨折,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,N04.900,肾病综合征,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,N10.x02,急性肾盂肾炎,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,N17.900,急性肾衰竭,严重合并症/并发症,14
J15.902,社区获得性肺炎，非重症,N17.900x003,急性肾功能不全,严重合并症/并发症,3
J15.902,社区获得性肺炎，非重症,N18.200,慢性肾脏病2期,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,N18.300,慢性肾脏病3期,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,N18.400,慢性肾脏病4期,严重合并症/并发症,3
J15.902,社区获得性肺炎，非重症,N18.500,慢性肾脏病5期,严重合并症/并发症,9
J15.902,社区获得性肺炎，非重症,N18.900x012+D63.8*,肾性贫血,合并症/并发症,6
J15.902,社区获得性肺炎，非重症,N18.902,慢性肾衰竭,合并症/并发症,52
J15.902,社区获得性肺炎，非重症,N18.904,慢性肾功能不全,合并症/并发症,19
J15.902,社区获得性肺炎，非重症,N19.x00,肾衰竭,严重合并症/并发症,29
J15.902,社区获得性肺炎，非重症,N19.x01,尿毒症,严重合并症/并发症,3
J15.902,社区获得性肺炎，非重症,N19.x02,肾无功能,严重合并症/并发症,6
J15.902,社区获得性肺炎，非重症,N19.x03,肾功能不全,严重合并症/并发症,36
J15.902,社区获得性肺炎，非重症,N34.200x003,尿道溃疡,合并症/并发症,37
J15.902,社区获得性肺炎，非重症,N42.802,前列腺囊肿,合并症/并发症,6
J15.902,社区获得性肺炎，非重症,N94.806,盆腔积液,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,N95.201,老年性阴道炎,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,Q21.100,房间隔缺损,严重合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R05.x00,咳嗽,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R09.100,胸膜炎,合并症/并发症,52
J15.902,社区获得性肺炎，非重症,R18.x00,腹水,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,R21.x00x001,过敏性皮疹,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R21.x02,皮疹,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R25.100,震颤,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R31.x00,血尿,合并症/并发症,9
J15.902,社区获得性肺炎，非重症,R41.800x002,逻辑障碍,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R50.900,发热,合并症/并发症,7
J15.902,社区获得性肺炎，非重症,R64.x00,恶病质,严重合并症/并发症,4
J15.902,社区获得性肺炎，非重症,R68.800x001,多脏器功能衰竭,严重合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R79.800x003,低血氧症,合并症/并发症,28
J15.902,社区获得性肺炎，非重症,R80.x02,蛋白尿,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R82.900x002,黑尿,合并症/并发症,12
J15.902,社区获得性肺炎，非重症,R82.900x003,结晶尿,合并症/并发症,7
J15.902,社区获得性肺炎，非重症,R82.901,钙尿,合并症/并发症,7
J15.902,社区获得性肺炎，非重症,R90.803,脑缺血灶,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,R93.403,肾占位性病变,合并症/并发症,20
J15.902,社区获得性肺炎，非重症,S22.300,肋骨骨折,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,T70.201,高原性肺水肿,合并症/并发症,16
J15.902,社区获得性肺炎，非重症,T70.207,高海拔效应,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,Z51.500x001,姑息医疗,合并症/并发症,3
J15.902,社区获得性肺炎，非重症,Z90.300x001,,合并症/并发症,5
J15.902,社区获得性肺炎，非重症,Z95.101,,合并症/并发症,4
J15.902,社区获得性肺炎，非重症,Z95.501,,合并症/并发症,32
J15.903,社区获得性肺炎，重症,A41.900,脓毒症,严重合并症/并发症,12
J15.903,社区获得性肺炎，重症,B37.000,念珠菌性口炎,合并症/并发症,4
J15.903,社区获得性肺炎，重症,B37.001,口腔念珠菌感染,合并症/并发症,7
J15.903,社区获得性肺炎，重症,B49.x14+J99.8*,肺真菌感染,严重合并症/并发症,8
J15.903,社区获得性肺炎，重症,D58.205,血红蛋白增高,合并症/并发症,3
J15.903,社区获得性肺炎，重症,D68.900x003,凝血功能异常,严重合并症/并发症,4
J15.903,社区获得性肺炎，重症,D68.902,凝血障碍,严重合并症/并发症,6
J15.903,社区获得性肺炎，重症,D69.600,血小板减少,合并症/并发症,12
J15.903,社区获得性肺炎，重症,D70.x04,白细胞减少,合并症/并发症,9
J15.903,社区获得性肺炎，重症,D74.900,高铁血红蛋白血症,合并症/并发症,7
J15.903,社区获得性肺炎，重症,E11.200x011+N08.3*,2型糖尿病性前期肾病,合并症/并发症,4
J15.903,社区获得性肺炎，重症,E11.201+N08.3*,2型糖尿病性肾病,合并症/并发症,5
J15.903,社区获得性肺炎，重症,E11.301+H36.0*,2型糖尿病性视网膜病变,合并症/并发症,5
J15.903,社区获得性肺炎，重症,E11.401+G63.2*,2型糖尿病性周围神经病,合并症/并发症,9
J15.903,社区获得性肺炎，重症,E11.501+I79.2*,2型糖尿病性周围血管病变,合并症/并发症,7
J15.903,社区获得性肺炎，重症,E11.700x011,2型糖尿病性多发性微血管并发症,合并症/并发症,3
J15.903,社区获得性肺炎，重症,E41.x01,重度营养不良伴消瘦,合并症/并发症,9
J15.903,社区获得性肺炎，重症,E46.x00x002,低蛋白性营养不良,合并症/并发症,5
J15.903,社区获得性肺炎，重症,E63.900,营养缺乏,合并症/并发症,5
J15.903,社区获得性肺炎，重症,E77.801,低蛋白血症,合并症/并发症,108
J15.903,社区获得性肺炎，重症,E83.503,低钙血症,合并症/并发症,5
J15.903,社区获得性肺炎，重症,E87.001,高钠血症,合并症/并发症,9
J15.903,社区获得性肺炎，重症,E87.102,低钠血症,合并症/并发症,15
J15.903,社区获得性肺炎，重症,E87.201,代谢性酸中毒,合并症/并发症,12
J15.903,社区获得性肺炎，重症,E87.203,呼吸性酸中毒,合并症/并发症,5
J15.903,社区获得性肺炎，重症,E87.301,代谢性碱中毒,合并症/并发症,4
J15.903,社区获得性肺炎，重症,E87.400,混合性酸碱平衡失调,严重合并症/并发症,3
J15.903,社区获得性肺炎，重症,E87.500,高钾血症,合并症/并发症,14
J15.903,社区获得性肺炎，重症,E87.600,低钾血症,合并症/并发症,75
J15.903,社区获得性肺炎，重症,E87.801,电解质代谢紊乱,合并症/并发症,41
J15.903,社区获得性肺炎，重症,E87.802,高氯血症,合并症/并发症,8
J15.903,社区获得性肺炎，重症,E87.803,低氯血症,合并症/并发症,10
J15.903,社区获得性肺炎，重症,F03.x01,老年性痴呆,严重合并症/并发症,9
J15.903,社区获得性肺炎，重症,F09.x03,器质性精神障碍,合并症/并发症,3
J15.903,社区获得性肺炎，重症,G20.x03,帕金森综合征,合并症/并发症,4
J15.903,社区获得性肺炎，重症,G30.900,阿尔茨海默病,严重合并症/并发症,5
J15.903,社区获得性肺炎，重症,G31.902,脑萎缩,合并症/并发症,24
J15.903,社区获得性肺炎，重症,G37.802,脱髓鞘性白质脑病,合并症/并发症,6
J15.903,社区获得性肺炎，重症,G81.900,偏瘫,合并症/并发症,3
J15.903,社区获得性肺炎，重症,G93.101,肺性脑病,合并症/并发症,7
J15.903,社区获得性肺炎，重症,I11.001,高血压性心力衰竭,合并症/并发症,5
J15.903,社区获得性肺炎，重症,I11.002,高血压心脏病伴心力衰竭,合并症/并发症,15
J15.903,社区获得性肺炎，重症,I11.901,高血压性心脏病,合并症/并发症,23
J15.903,社区获得性肺炎，重症,I25.500,缺血性心肌病,合并症/并发症,6
J15.903,社区获得性肺炎，重症,I25.901,冠状动脉性心脏病,合并症/并发症,30
J15.903,社区获得性肺炎，重症,I27.900,肺源性心脏病,严重合并症/并发症,119
J15.903,社区获得性肺炎，重症,I27.900x002,慢性肺源性心脏病,严重合并症/并发症,9
J15.903,社区获得性肺炎，重症,I31.300,心包积液(非炎性),合并症/并发症,13
J15.903,社区获得性肺炎，重症,I42.000x001,家族性扩张性心肌病,合并症/并发症,3
J15.903,社区获得性肺炎，重症,I48.000,阵发性心房颤动,合并症/并发症,15
J15.903,社区获得性肺炎，重症,I48.100,持续性心房颤动,合并症/并发症,4
J15.903,社区获得性肺炎，重症,I50.002,全心衰竭,严重合并症/并发症,6
J15.903,社区获得性肺炎，重症,I50.101,急性左心衰竭,严重合并症/并发症,7
J15.903,社区获得性肺炎，重症,I50.900,心力衰竭,严重合并症/并发症,26
J15.903,社区获得性肺炎，重症,I50.900x002,心功能不全,严重合并症/并发症,8
J15.903,社区获得性肺炎，重症,I50.900x007,心功能Ⅱ级(NYHA分级),严重合并症/并发症,10
J15.903,社区获得性肺炎，重症,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,38
J15.903,社区获得性肺炎，重症,I50.900x010,心功能IV级(NYHA分级),严重合并症/并发症,58
J15.903,社区获得性肺炎，重症,I50.906,心肌损害,严重合并症/并发症,43
J15.903,社区获得性肺炎，重症,I50.907,急性心力衰竭,严重合并症/并发症,6
J15.903,社区获得性肺炎，重症,I50.908,慢性心力衰竭,严重合并症/并发症,59
J15.903,社区获得性肺炎，重症,I51.402,老年性心脏病,合并症/并发症,5
J15.903,社区获得性肺炎，重症,I69.100x001,脑出血后遗症,合并症/并发症,3
J15.903,社区获得性肺炎，重症,I69.300,脑梗死后遗症,合并症/并发症,20
J15.903,社区获得性肺炎，重症,I70.203,下肢动脉粥样硬化,合并症/并发症,7
J15.903,社区获得性肺炎，重症,I95.900,低血压,合并症/并发症,3
J15.903,社区获得性肺炎，重症,J44.000,慢性阻塞性肺病伴有急性下呼吸道感染,严重合并症/并发症,3
J15.903,社区获得性肺炎，重症,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,180
J15.903,社区获得性肺炎，重症,J44.801,慢性支气管炎伴肺气肿,合并症/并发症,15
J15.903,社区获得性肺炎，重症,J44.900,慢性阻塞性肺病,合并症/并发症,46
J15.903,社区获得性肺炎，重症,J46.x01,支气管哮喘，重度,严重合并症/并发症,5
J15.903,社区获得性肺炎，重症,J47.x00,支气管扩张(症),合并症/并发症,17
